-0.2438,-0.0794,-0.043,0.00139999999999999,0.224,0.0206,-0.4302,-0.4056,0.4768
0.0192,0.1748,-0.4066,-0.0178,-0.4524,0.2006,-0.574,-0.2404,-0.1828
-0.402,-0.123,-0.042,3.84571980773082,-0.6914,0.5488,0.0458,-0.0226,-0.0706
-0.1506,-0.5978,-0.0706,-0.0574,3.61003667621777,0.016,0.416,-0.2724,-0.607
-0.4622,-0.1976,-1.0624,0.4114,-0.0844,-0.1676,-0.4014,-0.5986,0.0374
-0.3032,4.20980376586165,0.085,-0.3824,0.153,-0.0634,-0.3026,-0.1832,-0.2044
-0.4682,0.2988,-0.19,0.0934,3.98186178291374,-0.319,-0.676,-0.2138,0.0752
-0.088,-0.4936,-0.1178,-0.2544,4.04146178291374,-0.1922,-0.3606,0.1804,-0.4846
-0.2398,4.38640376586165,0.0766,-0.1026,3.9810156942468,0.00599999999999998,-0.1696,-0.5148,-0.281
-0.0584,0.052,-0.4742,-0.1296,0.198,-0.4466,0.2366,3.8352286538858,-0.3734
4.30330717625534,-0.4018,-0.0518,0.26,0.0332,-0.0234,-0.6314,-0.2608,-0.058
0.071,3.98872738746319,-0.3918,-0.0744,-0.2192,-0.3294,7.63893210035657,0.2286,-0.1688
-0.0218,-0.0814,0.00479999999999998,4.11298460264901,0.0172,0.041,-0.0542,-0.3732,-0.0396
0.045,-0.6346,-0.3326,-0.1688,3.65446178291374,0.3346,0.1126,0.255,0.155
0.1936,0.2184,0.1012,3.95517219055374,-0.2764,-0.0868,3.95891200661294,-0.678,-0.242
-0.4442,0.1866,-0.3772,-0.4996,-0.386,-0.3724,-0.2026,-0.157,-0.4688
0.614,-0.369,-0.0474,-0.085,0.1734,4.18728202201386,-0.3494,3.89040280412371,0.136
-0.1048,0.1996,0.0912,-0.0946,-0.4168,0.1916,-0.214,0.1578,-0.0416
-0.077,-0.5486,-0.2702,0.5172,0.1068,0.1768,-0.1178,0.2074,-0.6374
-0.1138,-0.2184,-0.482,0.3832,3.71566146341463,-0.4076,3.87109402000426,3.6494286538858,-0.3214
0.5852,-0.1662,-0.3478,-0.317,-0.2646,-0.2996,0.0116,-0.0794,-0.3286
-0.3122,-0.2578,0.2432,-0.19,-0.2198,-0.3564,-0.2536,3.5674286538858,0.0262
-0.1022,0.1086,-0.443,0.167,-0.148,-0.1776,0.0988,-0.4426,0.0674
4.14305577199098,-0.3698,0.0402,-0.1404,0.0836,4.14765130344109,4.07329402000426,-0.1938,-0.0026
-0.427,-0.5064,0.00480000000000002,-0.298,-0.167,0.1324,0.102,-0.4554,-0.3584
-0.2432,0.1538,-0.3846,0.0774,0.093,0.1694,3.76655452857438,3.58808843427182,0.2894
0.131,3.90349706441394,-0.1428,0.0278,-0.196,0.041,0.604,-0.1224,-0.3968
0.2802,3.92772738746319,-0.2566,-0.0664,-0.2132,0.1038,-0.198,-0.4274,0.2164
-0.169,-0.2928,-0.538,-0.315,0.1182,-0.3802,3.61713088622998,-0.0808,0.174
-0.1294,-0.101,3.7212561738424,-0.2348,0.3304,-0.0598,-0.461,0.000400000000000011,0.0988
0.026,0.4958,-0.3934,0.106,-0.2774,-0.2382,3.57513088622998,-0.3388,-0.299
-0.38,-0.404,-0.041,-0.3078,-0.4294,-0.141,3.81029402000426,0.0826,0.0552
-0.2496,-0.3478,-0.3582,-0.383,-0.8154,-0.6444,-0.1602,-0.0608,-0.2512
4.60790717625534,-0.7104,0.4524,3.85151980773082,0.0926,-0.0644,0.2376,-0.0844,0.0342
0.2904,-0.00419999999999999,-0.1302,-0.0182,-0.2078,-0.2252,0.0594,-0.2096,-0.1286
-0.2322,0.1146,-0.2174,-0.345,-0.061,-0.049,-0.8142,-0.054,0.546
-0.0454,0.2078,-0.1888,-0.2608,-0.5412,0.1148,-0.232,-0.3906,0.0372
0.111,-0.00320000000000002,-0.295,3.85097219055374,-0.0156,-0.0404,0.2662,0.0652,0.1782
-0.0698,-0.031,3.94261814398669,-0.0346,0.2498,-0.5994,4.07693088622998,0.039,-0.2252
3.68665577199098,-0.0556,-0.2316,-0.3436,-0.198,-0.2956,0.3124,-0.9344,-0.1262
0.0576,-0.1206,4.15434951781971,3.97942115183246,-0.3726,-0.2692,-0.103,0.0272,0.2058
0.1516,0.4284,3.82101814398669,0.328,0.0746,-0.3052,-0.6202,0.0958,-0.1098
0.0492,-0.0228,-0.2038,-0.3424,0.2694,-0.2004,0.1204,0.2784,0.0234
-0.1042,0.0568,-0.00580000000000003,0.0362,-0.0758,0.4836,-0.0834,-0.2922,-0.1134
-0.0974,-0.3172,-0.6156,0.4064,0.0768,-0.059,-0.4454,3.90760280412371,0.1634
0.2362,-0.2648,-0.0556,-0.0888,0.5116,-0.0406,-0.0562,-0.2884,0.0908
-0.223,-0.2536,0.1442,0.2468,-0.0072,-0.0146,0.0436,0.0562,-0.3602
-0.094,-0.0842,-0.2222,3.99362115183246,3.8896156942468,-0.1756,3.99271200661294,-0.0608,-0.118
0.1736,-0.3182,0.2254,-0.2054,-0.5526,-0.1156,-0.3926,0.0116,-0.0988
-0.2474,-0.0268,-0.0114,0.1732,-0.6032,0.023,3.99529402000425,-0.6332,3.73851418699187
0.0312,-0.1338,3.74481814398669,0.2336,0.0252,-0.0912,0.2234,0.3878,-0.3868
0.00879999999999998,-0.0726,0.1324,-0.4958,-0.0118,0.2442,-0.4194,3.53360280412371,-0.0882
-0.6018,-0.1254,0.0294,-0.0194,3.13806146341463,0.0768,-0.123,3.6584286538858,-0.00459999999999998
0.3002,4.11540376586165,-0.3738,0.3186,0.3116,-0.042,-0.5044,-0.0776,-0.4358
-0.025,-0.123,3.4964561738424,0.1318,3.39646178291374,-0.1288,-0.1044,0.1212,-1.0208
